weight,age,height,size
58,32,165.1,M
74,29,170.18,XXXL
61,37,165.1,M
57,33,167.64,M
47,43,157.48,S
61,27,167.64,L
53,37,170.18,S
63,26,165.1,L
56,35,167.64,S
55,29,167.64,XL
54,33,162.56,S
61,25,165.1,M
58,51,167.64,M
72,31,165.1,XL
56,44,162.56,M
54,27,165.1,XXS
61,30,172.72,M
68,31,175.26,XXXL
47,54,154.94,XXS
62,53,170.18,XL
58,38,154.94,M
48,27,170.18,XXS
65,30,167.64,XL
54,28,172.72,M
53,36,167.64,S
64,32,172.72,L
63,25,162.56,M
63,33,177.8,M
58,36,170.18,M
68,25,162.56,XXXL
61,33,162.56,L
56,32,162.56,XL
58,33,157.48,L
61,46,162.56,M
49,57,154.94,XXS
58,40,172.72,S
68,26,175.26,XL
88,33,185.42,XXXL
60,39,180.34,L
57,40,162.56,XXXL
70,31,170.18,XL
54,22,167.64,M
58,29,170.18,S
56,32,157.48,M
71,37,165.1,XXXL
45,35,160.02,XXS
58,42,162.56,M
47,42,157.48,S
61,46,165.1,XL
56,57,175.26,M
63,41,165.1,L
74,36,172.72,XXXL
49,30,157.48,XXS
74,33,160.02,XXXL
54,22,165.1,S
83,23,170.18,XXXL
62,36,165.1,M
56,47,162.56,S
53,41,157.48,M
48,27,154.94,XXS
71,38,165.1,XXXL
49,22,157.48,XXS
68,26,170.18,L
55,30,167.64,M
58,29,162.56,XXS
68,22,162.56,M
88,53,157.48,XXXL
58,57,152.4,L
65,33,170.18,L
68,46,177.8,XL
63,38,162.56,XL
47,28,152.4,XXS
56,39,170.18,M
61,42,160.02,M
49,32,157.48,S
57,36,162.56,M
61,37,162.56,XL
65,37,152.4,XXXL
60,22,172.72,M
59,36,154.94,XL
81,29,165.1,XXXL
68,35,162.56,XL
61,28,167.64,M
81,28,180.34,XXXL
61,31,162.56,XXXL
63,64,162.56,XL
56,36,165.1,M
54,37,165.1,S
54,36,160.02,S
68,24,165.1,L
46,48,152.4,S
54,47,175.26,S
49,29,162.56,S
59,35,175.26,M
50,37,154.94,M
63,26,157.48,XL
65,39,162.56,XL
54,50,165.1,M
54,31,152.4,XXS
61,38,157.48,M
54,58,162.56,M
63,33,157.48,L
72,43,165.1,XXXL
62,26,167.64,S
77,30,167.64,XXXL
68,27,165.1,XL
56,46,149.86,L
74,40,167.64,XXXL
53,57,152.4,S
61,31,160.02,M
51,27,160.02,XXS
56,53,170.18,S
56,27,170.18,M
68,48,180.34,XL
53,31,177.8,S
52,20,167.64,XXS
58,31,165.1,S
56,36,170.18,M
54,28,162.56,S
63,35,172.72,XL
58,34,165.1,M
61,23,165.1,M
65,27,175.26,XL
56,29,160.02,XXS
56,47,160.02,M
57,32,167.64,M
54,29,167.64,XXS
68,37,165.1,XL
58,26,165.1,XXS
56,33,157.48,S
56,38,160.02,M
68,32,165.1,XL
56,35,160.02,M
53,27,160.02,M
57,34,167.64,M
68,33,180.34,XXXL
52,29,170.18,S
56,27,165.1,S
63,27,170.18,M
74,39,162.56,XXXL
74,29,180.34,XXXL
73,42,162.56,XXXL
72,32,167.64,XL
72,27,165.1,XXXL
65,27,177.8,L
70,43,180.34,M
58,26,162.56,M
58,33,165.1,M
86,42,170.18,XXXL
54,30,160.02,XXS
56,31,160.02,M
56,29,170.18,M
72,43,162.56,XXXL
61,42,160.02,L
68,31,175.26,XXXL
54,29,157.48,S
63,30,170.18,XL
54,34,157.48,XXS
57,30,160.02,M
56,38,165.1,M
50,42,152.4,M
61,34,175.26,L
49,39,162.56,XXS
70,36,170.18,XXXL
78,30,180.34,XXXL
50,30,162.56,XXS
56,41,172.72,S
54,31,157.48,M
58,40,167.64,M
58,31,170.18,M
53,41,167.64,S
63,21,160.02,L
58,28,170.18,S
54,25,149.86,S
49,25,162.56,XXS
53,36,152.4,S
58,40,160.02,XL
43,30,152.4,XXS
65,37,172.72,L
52,37,157.48,M
56,30,165.1,M
83,33,160.02,XXXL
56,33,167.64,S
63,26,157.48,L
72,32,172.72,XXXL
72,27,172.72,XL
63,27,172.72,L
74,22,180.34,L
63,30,165.1,M
52,28,154.94,XXS
81,30,160.02,XXXL
48,25,157.48,XXS
56,32,157.48,M
54,31,162.56,S
58,40,162.56,M
51,32,167.64,S
56,41,162.56,M
51,37,160.02,XXS
68,30,177.8,XXXL
72,49,170.18,XXXL
63,28,165.1,L
63,27,167.64,L
64,30,167.64,XL
53,34,157.48,S
58,35,165.1,L
58,29,175.26,S
64,25,162.56,XL
63,21,167.64,M
65,29,167.64,L
58,34,160.02,M
63,32,175.26,L
49,30,160.02,XXS
61,32,162.56,M
52,31,152.4,M
55,29,154.94,M
86,41,162.56,XXXL
68,59,177.8,XL
58,54,162.56,M
53,36,157.48,S
54,29,160.02,S
53,33,162.56,S
59,52,172.72,XL
63,38,180.34,L
56,34,157.48,S
56,32,175.26,XXS
72,28,152.4,XXXL
56,38,154.94,M
68,37,175.26,XL
56,,157.48,S
61,35,170.18,L
47,52,157.48,XXS
58,29,162.56,M
61,42,162.56,L
45,24,162.56,M
68,31,,XXXL
60,43,170.18,XL
54,28,167.64,S
72,57,177.8,XL
65,51,160.02,XXXL
90,37,162.56,XXXL
68,33,172.72,L
65,26,172.72,XL
74,40,175.26,XXXL
68,34,170.18,XL
56,32,160.02,M
58,37,162.56,M
81,37,170.18,XXXL
72,31,180.34,XL
56,34,165.1,M
62,31,160.02,M
61,31,165.1,L
55,33,167.64,M
58,41,157.48,M
63,44,167.64,XL
61,30,172.72,M
63,30,180.34,M
70,33,175.26,L
77,34,182.88,XXXL
58,35,165.1,L
53,37,157.48,M
61,33,177.8,L
58,28,165.1,S
58,32,167.64,M
59,32,160.02,M
68,31,167.64,XL
63,25,177.8,L
58,47,160.02,L
72,30,167.64,XXXL
56,27,172.72,M
72,30,165.1,XXXL
68,35,165.1,XL
59,38,167.64,L
50,52,162.56,XXS
70,26,170.18,XL
61,31,165.1,XL
58,31,162.56,M
49,31,157.48,S
61,35,177.8,M
56,35,170.18,M
56,32,165.1,M
56,30,177.8,L
68,44,175.26,XXXL
62,48,167.64,L
86,34,175.26,XXXL
53,28,162.56,XXS
56,51,165.1,M
65,30,165.1,XXXL
65,34,160.02,XXXL
70,31,180.34,XL
61,45,167.64,XXXL
62,38,170.18,L
47,39,154.94,XXS
54,32,162.56,S
65,29,162.56,L
61,29,167.64,M
49,26,154.94,XXS
62,33,172.72,L
63,29,162.56,L
53,35,167.64,XXS
56,26,170.18,S
71,34,162.56,XXXL
72,30,175.26,XXXL
79,29,177.8,XXXL
45,59,162.56,XXS
57,34,162.56,M
54,34,162.56,S
70,28,177.8,L
61,45,167.64,XXXL
55,33,162.56,M
65,49,165.1,L
63,32,162.56,L
50,22,162.56,S
59,31,165.1,M
65,34,162.56,L
57,49,165.1,M
58,37,165.1,M
48,33,162.56,S
63,29,165.1,XL
59,29,162.56,M
61,32,170.18,M
61,43,177.8,S
61,32,165.1,S
63,34,172.72,L
52,33,160.02,XXS
60,32,172.72,L
47,23,162.56,XXS
63,33,172.72,XL
81,28,175.26,XXXL
54,33,170.18,S
54,33,160.02,XXS
58,24,165.1,XXS
63,49,170.18,L
64,28,167.64,XL
47,43,157.48,S
49,34,160.02,S
68,20,157.48,XXXL
65,31,160.02,L
65,31,167.64,XL
61,34,167.64,L
63,29,172.72,L
63,24,167.64,XL
56,28,160.02,M
59,30,167.64,M
58,29,177.8,M
56,33,160.02,M
51,33,162.56,XXS
61,36,175.26,M
64,27,160.02,XL
62,48,165.1,M
69,44,170.18,XXXL
72,40,180.34,L
55,29,162.56,S
60,29,165.1,M
58,26,162.56,M
55,29,167.64,XXS
47,29,160.02,XXS
55,28,157.48,M
77,42,175.26,XXXL
68,26,162.56,XL
48,39,154.94,M
61,29,162.56,M
50,26,157.48,S
54,39,162.56,M
45,36,157.48,XXS
79,25,160.02,XXXL
61,35,157.48,XL
49,29,157.48,S
56,31,175.26,XL
74,56,160.02,XXXL
72,29,154.94,XXXL
50,64,165.1,M
65,30,177.8,XL
69,35,157.48,XXXL
63,47,172.72,L
54,21,160.02,L
68,44,157.48,XXXL
63,31,165.1,XL
56,35,162.56,L
49,24,167.64,XXS
56,27,149.86,M
65,27,165.1,XL
79,59,175.26,XXXL
63,24,162.56,M
108,33,182.88,XXXL
61,40,162.56,L
54,51,167.64,S
54,22,172.72,XXS
63,27,160.02,L
61,48,170.18,XL
49,42,162.56,S
56,28,154.94,XL
56,21,167.64,S
63,33,170.18,L
54,35,170.18,XXS
58,31,162.56,M
81,44,180.34,XXXL
57,33,170.18,XXS
56,29,167.64,S
49,32,160.02,XXS
88,29,165.1,XXXL
66,32,172.72,XL
57,29,157.48,M
63,27,167.64,XL
65,44,170.18,XXXL
58,30,167.64,M
55,28,152.4,M
65,32,175.26,M
63,29,170.18,XL
68,59,165.1,M
54,20,162.56,M
65,37,175.26,L
61,26,170.18,M
53,48,162.56,M
72,32,175.26,L
58,45,172.72,M
58,63,170.18,XL
65,30,170.18,XXXL
63,55,167.64,L
68,27,162.56,XL
72,39,167.64,XL
72,37,165.1,XXXL
65,32,162.56,XL
68,,170.18,XL
58,26,162.56,M
68,29,180.34,L
62,47,170.18,L
68,31,165.1,XXXL
58,32,165.1,M
49,31,162.56,XXS
68,37,167.64,M
63,35,172.72,M
68,62,167.64,XXXL
56,31,160.02,L
63,29,160.02,L
49,36,152.4,S
48,29,162.56,XXS
63,31,175.26,M
79,40,162.56,XXXL
68,33,172.72,L
61,25,167.64,M
68,24,170.18,XL
56,36,165.1,M
58,30,162.56,M
52,28,157.48,S
97,31,175.26,XXXL
58,40,165.1,XL
61,46,177.8,M
54,36,175.26,S
58,27,160.02,S
62,28,154.94,M
63,40,165.1,M
60,28,160.02,M
58,30,154.94,L
64,61,162.56,XXXL
55,34,162.56,S
65,39,157.48,XXXL
52,32,157.48,S
74,29,177.8,XL
72,44,160.02,XXXL
49,24,167.64,XXS
68,38,180.34,L
79,25,175.26,XXXL
56,27,162.56,XXS
60,29,172.72,S
68,28,157.48,XXL
70,31,167.64,XL
80,32,165.1,XL
58,36,167.64,M
58,29,162.56,S
68,36,177.8,XL
70,34,170.18,XL
58,45,165.1,XL
54,37,157.48,M
62,38,165.1,L
53,35,172.72,XL
61,31,165.1,M
68,34,170.18,L
58,26,172.72,L
72,44,170.18,XL
63,27,147.32,L
54,32,157.48,XXS
58,27,160.02,M
68,28,162.56,L
72,21,175.26,XL
58,25,160.02,M
63,23,154.94,M
61,32,165.1,L
52,55,157.48,L
57,34,165.1,L
58,50,165.1,L
65,29,172.72,M
63,34,162.56,XL
44,31,160.02,XXS
58,27,165.1,M
56,31,160.02,M
61,56,170.18,M
54,57,160.02,L
63,26,160.02,XL
53,26,167.64,M
72,31,165.1,XL
63,36,170.18,XXXL
52,29,160.02,XXS
65,29,170.18,M
61,30,160.02,M
63,40,175.26,XL
57,43,175.26,M
68,35,172.72,XXXL
61,37,170.18,M
61,31,157.48,M
49,35,165.1,XXS
61,31,170.18,L
88,52,185.42,XXXL
63,33,172.72,L
54,30,160.02,S
52,39,152.4,M
63,28,160.02,L
56,37,162.56,M
57,26,154.94,M
72,24,170.18,XL
68,31,170.18,XXXL
61,34,160.02,L
68,41,162.56,XXXL
69,29,175.26,L
59,36,167.64,M
46,43,157.48,S
63,27,165.1,L
50,28,162.56,M
52,31,157.48,S
61,21,170.18,XL
61,29,,L
61,21,160.02,L
65,31,162.56,XL
52,38,154.94,M
58,51,167.64,L
52,34,157.48,S
63,35,160.02,L
63,30,180.34,M
72,32,157.48,XXXL
54,35,162.56,XXS
58,55,162.56,M
58,30,172.72,S
62,29,157.48,M
52,38,154.94,XXS
61,38,154.94,XXXL
58,38,167.64,M
52,32,157.48,XXS
72,31,160.02,XXXL
77,28,167.64,XXXL
59,61,165.1,XL
58,20,167.64,M
60,31,160.02,M
70,26,162.56,XXXL
72,16,177.8,XL
58,23,175.26,M
49,27,170.18,XXS
56,28,160.02,S
58,30,160.02,L
74,38,170.18,XXXL
74,38,162.56,XXXL
58,34,175.26,S
68,29,180.34,L
51,37,160.02,XXS
50,30,160.02,XXS
65,27,172.72,M
58,31,165.1,M
55,32,172.72,M
47,36,160.02,S
70,37,172.72,XL
72,34,167.64,XXXL
54,27,160.02,M
58,30,172.72,S
54,24,165.1,M
81,29,160.02,XXXL
58,41,157.48,XL
62,27,157.48,L
53,34,149.86,L
58,33,175.26,L
52,32,160.02,XXS
56,38,157.48,M
63,20,167.64,L
56,36,160.02,L
68,34,160.02,XL
47,27,152.4,XXS
70,36,170.18,XL
58,43,157.48,M
61,46,175.26,XL
70,28,172.72,XL
56,37,170.18,L
59,31,160.02,XL
65,52,165.1,XL
65,26,167.64,L
97,32,172.72,XXXL
51,38,162.56,S
72,37,175.26,XL
72,29,170.18,XXXL
63,36,170.18,XL
69,32,170.18,XL
82,33,172.72,XXXL
54,28,157.48,S
56,20,177.8,S
57,37,172.72,M
58,26,172.72,XL
61,24,162.56,M
49,29,157.48,XXS
56,35,162.56,M
63,32,170.18,M
65,43,162.56,XL
99,29,177.8,XXXL
53,48,162.56,S
63,27,175.26,M
59,37,162.56,XL
63,35,165.1,XL
95,24,175.26,XXXL
55,34,167.64,S
58,77,165.1,XXXL
54,52,160.02,S
49,35,154.94,M
49,35,157.48,S
56,40,165.1,M
68,32,160.02,XL
58,29,167.64,M
58,24,160.02,S
60,45,167.64,XL
56,34,160.02,M
54,41,162.56,M
59,46,167.64,L
63,28,170.18,L
62,48,172.72,XXXL
61,70,165.1,XL
58,32,157.48,L
67,51,175.26,XXXL
68,32,177.8,L
68,27,175.26,XL
63,30,170.18,M
65,47,172.72,XXXL
68,32,172.72,M
63,23,177.8,L
79,39,172.72,XXXL
68,43,175.26,XL
52,45,157.48,M
76,42,177.8,XXXL
49,30,160.02,XXS
81,28,165.1,XXXL
65,25,170.18,L
58,27,170.18,S
63,30,170.18,L
70,34,165.1,XXXL
58,42,165.1,M
67,31,170.18,L
49,24,160.02,XXS
49,43,162.56,M
61,33,154.94,XL
74,50,167.64,L
65,26,177.8,L
61,38,160.02,L
56,28,170.18,M
68,47,165.1,XXXL
60,41,160.02,M
54,25,157.48,S
57,39,177.8,S
54,30,165.1,S
68,46,170.18,XL
72,35,165.1,XXXL
74,43,167.64,XXXL
61,39,152.4,XL
52,30,162.56,S
62,30,167.64,M
73,29,149.86,XXXL
63,28,167.64,M
51,41,160.02,S
52,29,170.18,S
55,32,162.56,S
68,30,177.8,L
61,49,175.26,L
77,52,160.02,XXXL
62,25,167.64,M
58,35,165.1,L
54,32,162.56,M
53,38,175.26,S
61,23,182.88,M
46,28,165.1,S
54,29,152.4,S
68,34,170.18,L
74,45,167.64,XXXL
77,32,170.18,XXXL
72,30,177.8,XL
68,39,165.1,L
54,31,162.56,XXS
52,31,162.56,XXS
47,31,160.02,XXS
63,46,167.64,XL
63,49,170.18,L
68,24,157.48,XXXL
58,32,162.56,S
77,26,175.26,XL
56,30,167.64,S
65,31,162.56,XL
65,28,165.1,L
68,28,177.8,XXXL
58,39,170.18,S
47,35,165.1,XXS
65,33,160.02,XL
51,43,162.56,S
44,32,162.56,S
58,30,172.72,M
58,38,157.48,M
58,31,170.18,M
58,30,160.02,S
56,33,162.56,S
58,32,157.48,XL
53,34,170.18,S
54,33,154.94,M
61,39,167.64,L
54,33,157.48,S
56,27,157.48,L
58,39,165.1,L
63,31,170.18,M
65,31,162.56,L
58,32,165.1,S
63,30,167.64,L
56,32,157.48,M
56,28,167.64,M
68,37,165.1,XXXL
58,24,175.26,M
51,43,152.4,XXS
52,26,170.18,XXS
67,45,172.72,XL
68,46,157.48,XXXL
68,31,157.48,XXXL
62,50,170.18,L
62,34,165.1,M
65,29,167.64,L
68,31,170.18,L
56,28,170.18,L
55,31,160.02,S
81,52,165.1,XXXL
46,40,157.48,S
55,33,167.64,S
61,26,165.1,XL
61,44,165.1,L
68,34,160.02,M
52,29,157.48,XXS
58,35,167.64,L
74,53,170.18,XXXL
49,31,160.02,XXS
68,38,172.72,M
58,25,165.1,M
63,29,177.8,XXXL
99,60,157.48,XXXL
53,29,162.56,M
58,29,162.56,M
63,30,167.64,XL
58,23,162.56,M
74,35,177.8,XL
58,17,170.18,M
47,32,154.94,S
63,32,172.72,XL
60,55,165.1,L
56,36,160.02,L
50,36,147.32,M
56,44,160.02,M
47,27,157.48,S
63,26,160.02,XL
45,39,160.02,XXS
56,46,167.64,S
50,23,157.48,M
63,27,170.18,M
57,45,172.72,M
74,49,157.48,XXXL
56,32,157.48,S
65,31,167.64,XL
63,20,157.48,XL
55,34,167.64,M
58,28,167.64,M
68,32,167.64,XL
56,56,165.1,M
58,31,167.64,M
53,46,157.48,M
70,31,175.26,XL
61,37,162.56,XXXL
58,59,165.1,L
79,48,177.8,XXXL
53,33,152.4,XL
61,33,160.02,M
65,33,170.18,XL
81,34,172.72,XL
49,29,157.48,S
86,27,172.72,XXXL
70,38,160.02,XXXL
81,33,175.26,XXXL
54,45,152.4,M
59,29,165.1,M
61,34,160.02,M
64,27,162.56,L
68,30,180.34,XL
65,30,162.56,XXXL
58,34,180.34,S
54,35,157.48,S
58,40,162.56,M
61,29,165.1,M
61,28,162.56,M
69,29,165.1,XL
72,29,165.1,XXXL
54,31,160.02,S
52,68,160.02,L
61,32,170.18,M
63,43,162.56,XL
61,48,162.56,XXXL
63,32,167.64,M
68,28,167.64,XXXL
56,27,170.18,M
54,24,167.64,S
68,31,180.34,XXXL
79,32,157.48,XXXL
69,31,162.56,XXXL
58,20,165.1,S
72,29,177.8,M
77,,162.56,XL
68,45,172.72,M
65,24,172.72,XXXL
63,32,172.72,XL
56,25,162.56,S
52,32,152.4,XXS
49,39,160.02,XXS
65,31,160.02,XL
56,32,172.72,M
57,34,162.56,M
48,20,160.02,XXS
63,48,180.34,L
115,28,170.18,XXXL
58,26,170.18,XL
74,24,185.42,L
59,40,165.1,M
68,37,170.18,XXXL
54,44,170.18,S
108,33,177.8,XXXL
68,37,175.26,XL
54,42,160.02,M
56,55,165.1,M
52,29,170.18,XXS
55,27,157.48,M
54,37,165.1,S
65,27,162.56,XXXL
66,27,157.48,L
58,30,165.1,L
77,32,167.64,XL
61,32,167.64,XL
62,52,177.8,M
63,31,172.72,M
61,51,157.48,XL
51,60,152.4,S
70,44,165.1,XXXL
72,34,162.56,XXXL
113,28,165.1,XXXL
74,34,175.26,XL
47,32,162.56,XXS
81,36,167.64,XXXL
54,27,170.18,XXS
66,39,170.18,XXXL
74,30,172.72,XL
70,27,165.1,XXXL
61,30,160.02,XL
53,33,165.1,S
68,29,162.56,L
51,25,162.56,S
58,33,162.56,XL
52,35,167.64,S
54,34,154.94,M
63,26,167.64,M
63,25,165.1,L
65,30,172.72,L
72,24,175.26,XXXL
61,39,175.26,M
49,20,157.48,M
63,34,172.72,M
56,28,154.94,M
65,32,172.72,XL
65,38,157.48,XL
58,42,172.72,L
63,48,175.26,L
43,21,162.56,XXS
63,37,165.1,XL
83,34,160.02,XXXL
61,33,170.18,M
65,57,162.56,XXXL
66,42,152.4,XL
61,28,175.26,XXS
74,29,162.56,XL
52,33,160.02,S
56,34,167.64,L
56,44,162.56,M
61,41,172.72,M
59,31,167.64,M
63,33,175.26,XL
58,41,172.72,M
72,31,177.8,XL
59,31,175.26,M
72,31,170.18,XXXL
58,47,167.64,M
60,32,157.48,M
79,33,170.18,XXXL
58,27,175.26,S
54,28,160.02,S
52,32,167.64,XXS
63,31,167.64,L
68,37,170.18,L
58,31,165.1,M
56,41,162.56,M
52,28,160.02,XXS
70,29,149.86,XL
70,28,165.1,XXXL
61,33,160.02,L
56,44,162.56,M
56,20,157.48,L
52,30,162.56,XXS
56,36,154.94,S
74,29,162.56,XL
56,56,167.64,L
49,37,162.56,XXS
45,43,157.48,XXS
54,31,170.18,S
54,29,165.1,L
68,34,157.48,XL
55,25,160.02,M
54,44,162.56,M
68,29,154.94,XL
63,32,167.64,M
51,47,165.1,XXS
54,34,162.56,S
74,37,172.72,XXXL
70,44,170.18,XL
90,52,170.18,XXXL
65,27,172.72,L
57,35,162.56,M
73,48,172.72,XXXL
56,31,160.02,M
65,30,167.64,L
77,30,182.88,XXXL
75,38,182.88,XXXL
54,43,170.18,S
49,69,162.56,XXS
53,32,162.56,XXS
61,38,180.34,XL
58,28,172.72,S
52,25,154.94,L
63,33,172.72,M
68,35,162.56,XXXL
56,43,170.18,M
53,33,172.72,S
50,40,160.02,S
81,40,162.56,XXXL
64,29,160.02,M
53,29,157.48,S
60,36,167.64,M
61,30,170.18,L
45,31,162.56,S
63,27,175.26,L
56,31,160.02,M
68,27,177.8,L
54,26,162.56,S
68,28,170.18,L
52,37,157.48,M
56,33,165.1,M
47,38,154.94,XXS
68,51,157.48,L
72,32,167.64,XL
58,29,172.72,S
52,35,152.4,XXS
49,30,154.94,XXS
65,46,172.72,XL
60,37,167.64,L
53,41,167.64,XXS
58,32,172.72,S
59,39,167.64,L
56,29,162.56,M
43,28,162.56,XXS
58,32,177.8,XL
58,38,157.48,L
61,28,167.64,S
61,27,167.64,M
58,29,172.72,S
68,30,162.56,XL
56,29,162.56,S
52,28,154.94,XXS
52,50,162.56,XXS
61,30,165.1,XL
54,34,170.18,S
72,28,167.64,XXXL
56,31,170.18,L
63,33,172.72,M
58,59,157.48,XL
62,40,170.18,L
60,45,172.72,M
72,33,165.1,XL
65,34,172.72,M
81,31,177.8,XL
58,37,162.56,M
59,34,157.48,M
52,23,160.02,S
65,46,167.64,XL
52,44,160.02,S
65,41,167.64,XXXL
54,26,165.1,S
77,37,170.18,XXXL
63,45,157.48,XXXL
54,28,165.1,S
61,30,,M
58,31,167.64,M
81,34,165.1,XL
58,38,167.64,L
56,39,167.64,S
72,46,160.02,XXXL
58,28,162.56,XL
63,41,154.94,L
65,38,165.1,M
77,43,154.94,XXXL
58,58,165.1,S
68,40,160.02,XL
58,21,170.18,M
61,29,162.56,M
70,36,170.18,XL
56,41,162.56,M
63,30,157.48,XL
63,49,162.56,XL
72,27,162.56,XXXL
49,29,160.02,XXS
63,40,170.18,XL
48,43,165.1,S
58,31,162.56,S
61,58,165.1,S
63,28,162.56,XL
56,30,157.48,M
43,30,149.86,XXS
63,28,172.72,M
72,31,165.1,XXXL
56,48,162.56,XL
68,29,162.56,L
56,48,165.1,M
65,29,162.56,XL
61,28,177.8,M
53,23,157.48,S
65,25,167.64,L
56,32,165.1,L
47,30,154.94,XXS
54,25,160.02,S
63,36,162.56,XL
68,34,160.02,XXXL
61,33,177.8,L
47,27,157.48,S
46,27,157.48,XXS
65,29,167.64,M
74,,167.64,XXXL
56,26,172.72,S
68,29,170.18,XXXL
49,30,165.1,XXS
52,24,157.48,XXS
68,28,160.02,XL
72,44,165.1,XXXL
56,31,162.56,M
54,35,154.94,M
70,41,172.72,XXXL
54,27,175.26,S
70,40,170.18,XL
68,21,177.8,L
56,33,162.56,L
58,32,167.64,L
63,30,165.1,M
95,32,160.02,XXXL
64,28,170.18,L
63,29,162.56,M
77,26,175.26,XXXL
56,34,157.48,S
68,35,167.64,M
53,31,165.1,XXS
122,28,162.56,XXXL
50,32,154.94,S
61,34,142.24,L
57,21,167.64,L
65,35,165.1,L
47,45,160.02,XXS
61,37,162.56,XL
54,33,162.56,S
56,44,165.1,M
54,35,154.94,M
65,33,170.18,M
81,26,165.1,XXXL
83,27,182.88,XL
58,28,154.94,M
65,27,172.72,XXXL
52,32,154.94,XXS
61,27,172.72,M
56,27,157.48,M
49,30,167.64,S
83,35,172.72,XXXL
63,32,175.26,M
81,38,165.1,XXXL
68,30,170.18,XL
47,36,157.48,XXS
58,30,170.18,L
54,33,157.48,S
63,58,177.8,L
68,35,172.72,M
54,39,165.1,XXS
56,21,167.64,M
74,31,167.64,XXXL
64,37,170.18,M
72,24,172.72,XXXL
62,31,167.64,XL
45,42,160.02,XXS
104,32,157.48,XXXL
58,35,162.56,M
54,28,165.1,S
70,33,165.1,XXXL
63,49,165.1,L
68,34,170.18,XXXL
62,33,172.72,M
58,50,170.18,M
74,36,175.26,XXXL
53,28,154.94,XXS
62,42,177.8,XL
56,30,165.1,M
56,27,162.56,S
49,24,167.64,M
70,28,175.26,XL
63,29,157.48,XL
68,35,162.56,XL
58,27,175.26,M
58,54,167.64,M
66,37,165.1,XXXL
86,33,165.1,XXXL
49,26,160.02,XXS
74,27,162.56,XXXL
54,38,162.56,XL
54,36,162.56,M
54,28,162.56,S
65,54,180.34,XL
63,34,167.64,M
61,54,177.8,M
54,32,154.94,M
48,37,157.48,XXS
80,30,157.48,L
67,27,167.64,XL
61,37,165.1,L
76,32,170.18,XXXL
63,23,175.26,L
61,32,165.1,XL
74,31,165.1,XXXL
58,36,172.72,S
86,32,162.56,XXXL
54,34,162.56,L
72,30,172.72,XXXL
58,30,175.26,XL
65,36,157.48,XXXL
54,34,167.64,S
72,39,167.64,XL
53,,157.48,M
74,28,167.64,XL
84,40,177.8,XXXL
61,48,177.8,M
56,29,172.72,S
54,32,154.94,S
61,49,170.18,L
50,28,160.02,S
47,42,162.56,S
74,26,172.72,XXXL
63,28,167.64,M
79,40,177.8,XXXL
50,35,160.02,S
70,33,175.26,XL
61,29,160.02,L
68,52,154.94,XXXL
50,40,157.48,S
62,42,167.64,M
68,26,172.72,XL
97,36,165.1,XXXL
59,35,162.56,L
52,30,167.64,S
70,48,177.8,XL
70,32,172.72,XL
58,19,175.26,M
58,31,160.02,M
81,37,152.4,XXXL
62,33,172.72,S
68,30,170.18,XL
63,24,175.26,L
53,30,160.02,S
70,24,162.56,L
90,43,157.48,XXXL
54,42,157.48,M
65,26,170.18,XL
63,29,172.72,L
52,35,165.1,S
63,29,160.02,L
72,35,167.64,XXXL
58,34,160.02,L
68,30,170.18,XXXL
56,32,167.64,XXS
45,27,157.48,S
71,37,160.02,XXXL
56,37,157.48,M
61,33,170.18,M
54,32,154.94,S
61,66,160.02,XXXL
65,42,172.72,XL
63,22,162.56,L
61,28,172.72,L
63,41,172.72,XL
68,36,165.1,L
65,26,172.72,XL
89,30,170.18,XXXL
68,40,172.72,XXXL
65,30,170.18,L
68,42,160.02,XXXL
61,41,162.56,L
58,30,162.56,S
61,30,162.56,L
58,37,180.34,M
54,20,165.1,XXS
74,30,167.64,XXXL
72,28,,XXXL
54,30,172.72,S
54,26,154.94,M
65,24,175.26,XL
61,31,180.34,M
70,55,160.02,XXXL
61,27,177.8,L
56,45,162.56,M
52,32,160.02,XXS
70,27,170.18,XL
49,29,162.56,XXS
56,27,172.72,S
52,25,157.48,S
58,31,162.56,M
49,24,160.02,XXS
48,30,152.4,S
74,42,167.64,XXXL
70,31,165.1,L
65,45,157.48,XL
52,34,157.48,S
70,40,162.56,XXXL
113,33,175.26,XXXL
47,21,160.02,XXS
49,33,160.02,XXS
57,23,167.64,XL
77,29,172.72,XXXL
83,44,175.26,XXXL
63,22,172.72,L
63,27,167.64,M
58,18,162.56,L
52,36,162.56,S
52,30,160.02,L
61,58,170.18,XL
81,51,160.02,XXXL
56,22,162.56,S
47,42,157.48,XXS
58,39,170.18,M
49,26,170.18,S
68,40,175.26,L
52,50,162.56,S
74,30,165.1,XL
43,31,152.4,XXS
56,29,172.72,S
56,41,165.1,M
74,29,170.18,XXXL
58,30,162.56,L
54,33,162.56,S
58,25,170.18,S
72,31,167.64,XL
54,32,157.48,S
54,28,157.48,S
70,29,175.26,L
61,19,162.56,M
54,35,162.56,XXS
74,33,180.34,XXXL
58,26,177.8,M
58,28,165.1,S
57,32,172.72,M
65,28,162.56,XL
61,34,172.72,L
56,32,162.56,M
58,28,170.18,M
56,31,160.02,M
55,55,160.02,M
54,30,152.4,XXS
50,37,154.94,XXS
68,52,177.8,XL
74,33,170.18,XXXL
52,36,157.48,S
63,27,177.8,M
